"No.","Time","Source","Destination","Protocol","Length","Info"
"219","18.243735","192.168.32.11","34.149.46.130","ICMP","98","Echo (ping) request  id=0xda59, seq=4/1024, ttl=64 (reply in 220)"
"220","18.267733","34.149.46.130","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xda59, seq=4/1024, ttl=116 (request in 219)"
"221","18.329586","192.168.32.11","162.159.46.1","TLSv1.3","256","Application Data"
"222","18.357966","162.159.46.1","192.168.32.11","TLSv1.3","446","Application Data"
"223","18.358069","192.168.32.11","162.159.46.1","TCP","54","51131  >  443 [ACK] Seq=1026 Ack=1596 Win=261696 Len=0"
"224","18.359498","192.168.32.11","162.159.200.123","NTP","90","NTP Version 4, client"
"225","18.388147","162.159.200.123","192.168.32.11","NTP","90","NTP Version 4, server"
"226","20.199315","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"227","21.329391","a2:6e:84:b3:c4:02","Apple_09:9a:5a","ARP","42","Who has 192.168.32.11? Tell 192.168.32.1"
"228","21.329464","Apple_09:9a:5a","a2:6e:84:b3:c4:02","ARP","42","192.168.32.11 is at d4:61:9d:09:9a:5a"
"229","22.092334","192.168.32.11","142.250.182.68","TCP","54","51120  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"230","22.098342","142.250.182.68","192.168.32.11","TCP","54","[TCP ACKed unseen segment] 443  >  51120 [ACK] Seq=1 Ack=2 Win=257 Len=0"
"231","23.718322","192.168.32.11","162.159.46.1","TLSv1.3","251","Application Data"
"232","23.744918","162.159.46.1","192.168.32.11","TLSv1.3","425","Application Data"
"233","23.745062","192.168.32.11","162.159.46.1","TCP","54","51131  >  443 [ACK] Seq=1223 Ack=1967 Win=261760 Len=0"
"234","23.748700","192.168.32.11","142.250.182.68","TCP","54","[TCP Previous segment not captured] 51120  >  443 [FIN, ACK] Seq=2 Ack=1 Win=4096 Len=0"
"235","23.748973","192.168.32.11","172.217.24.100","TCP","78","51141  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2059279325 TSecr=0 SACK_PERM"
"236","23.751300","142.250.182.68","192.168.32.11","TCP","54","443  >  51120 [ACK] Seq=1 Ack=3 Win=257 Len=0"
"237","23.751701","172.217.24.100","192.168.32.11","TCP","66","443  >  51141 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"238","23.751815","192.168.32.11","172.217.24.100","TCP","54","51141  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"239","23.752621","192.168.32.11","172.217.24.100","TCP","1514","51141  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 240]"
"240","23.752622","192.168.32.11","172.217.24.100","TLSv1.3","382","Client Hello (SNI=www.google.com)"
"241","23.754703","172.217.24.100","192.168.32.11","TCP","54","443  >  51141 [ACK] Seq=1 Ack=1789 Win=32896 Len=0"
"242","23.802679","192.168.32.11","172.64.155.209","TCP","1514","[TCP Previous segment not captured] 51117  >  443 [ACK] Seq=2 Ack=1 Win=4096 Len=1460 [TCP PDU reassembled in 246]"
"243","23.802681","192.168.32.11","172.64.155.209","TCP","1514","51117  >  443 [ACK] Seq=1462 Ack=1 Win=4096 Len=1460 [TCP PDU reassembled in 246]"
"244","23.802683","192.168.32.11","172.64.155.209","TCP","1514","51117  >  443 [ACK] Seq=2922 Ack=1 Win=4096 Len=1460 [TCP PDU reassembled in 246]"
"245","23.802683","192.168.32.11","172.64.155.209","TCP","1514","51117  >  443 [ACK] Seq=4382 Ack=1 Win=4096 Len=1460 [TCP PDU reassembled in 246]"
"246","23.802684","192.168.32.11","172.64.155.209","TLSv1.2","1506","Application Data"
"247","23.802685","192.168.32.11","172.64.155.209","TLSv1.2","93","Application Data"
"248","23.802875","192.168.32.11","172.64.155.209","TLSv1.2","189","Application Data"
"249","23.805756","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=1462 Win=649 Len=0"
"250","23.805762","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=2922 Win=672 Len=0"
"251","23.809830","192.168.32.11","172.64.155.209","TCP","1514","51117  >  443 [ACK] Seq=7468 Ack=1 Win=4096 Len=1460 [TCP PDU reassembled in 256]"
"252","23.809831","192.168.32.11","172.64.155.209","TCP","1514","51117  >  443 [ACK] Seq=8928 Ack=1 Win=4096 Len=1460 [TCP PDU reassembled in 256]"
"253","23.809832","192.168.32.11","172.64.155.209","TCP","1514","51117  >  443 [ACK] Seq=10388 Ack=1 Win=4096 Len=1460 [TCP PDU reassembled in 256]"
"254","23.809832","192.168.32.11","172.64.155.209","TCP","1514","51117  >  443 [ACK] Seq=11848 Ack=1 Win=4096 Len=1460 [TCP PDU reassembled in 256]"
"255","23.809833","192.168.32.11","172.64.155.209","TCP","1514","51117  >  443 [ACK] Seq=13308 Ack=1 Win=4096 Len=1460 [TCP PDU reassembled in 256]"
"256","23.809833","192.168.32.11","172.64.155.209","TLSv1.2","65","Application Data"
"257","23.812992","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=4382 Win=694 Len=0"
"258","23.812998","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=5842 Win=717 Len=0"
"259","23.812999","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=7294 Win=740 Len=0"
"260","23.813000","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=7333 Win=740 Len=0"
"261","23.813002","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=7468 Win=740 Len=0"
"262","23.813003","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=8928 Win=763 Len=0"
"263","23.813007","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=10388 Win=786 Len=0"
"264","23.815849","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=11848 Win=808 Len=0"
"265","23.815856","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=13308 Win=831 Len=0"
"266","23.815857","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=14779 Win=854 Len=0"
"267","23.815953","192.168.32.11","172.64.155.209","TLSv1.2","185","Application Data"
"268","23.818077","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1 Ack=14910 Win=854 Len=0"
"269","23.825022","192.168.32.11","162.159.46.1","TLSv1.3","256","Application Data"
"270","23.825765","192.168.32.11","162.159.46.1","TCP","78","51142  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2208770290 TSecr=0 SACK_PERM"
"271","23.828089","162.159.46.1","192.168.32.11","TCP","66","443  >  51142 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"272","23.828225","192.168.32.11","162.159.46.1","TCP","54","51142  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"273","23.841229","192.168.32.11","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"274","23.846266","162.159.46.1","192.168.32.11","TCP","54","443  >  51142 [ACK] Seq=1 Ack=534 Win=30336 Len=0"
"275","23.849531","172.64.155.209","192.168.32.11","TLSv1.2","93","Application Data"
"276","23.849655","192.168.32.11","172.64.155.209","TCP","54","51117  >  443 [ACK] Seq=14910 Ack=40 Win=4095 Len=0"
"277","23.850832","162.159.46.1","192.168.32.11","TLSv1.3","454","Application Data"
"278","23.850973","192.168.32.11","162.159.46.1","TCP","54","51131  >  443 [ACK] Seq=1425 Ack=2367 Win=261696 Len=0"
"279","23.858825","172.217.24.100","192.168.32.11","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"280","23.858834","172.217.24.100","192.168.32.11","TCP","1514","443  >  51141 [ACK] Seq=1413 Ack=1789 Win=32896 Len=1460 [TCP PDU reassembled in 281]"
"281","23.858837","172.217.24.100","192.168.32.11","TLSv1.3","1262","Application Data"
"282","23.859065","192.168.32.11","172.217.24.100","TCP","54","51141  >  443 [ACK] Seq=1789 Ack=1413 Win=260672 Len=0"
"283","23.859065","192.168.32.11","172.217.24.100","TCP","54","51141  >  443 [ACK] Seq=1789 Ack=2873 Win=259264 Len=0"
"284","23.859144","192.168.32.11","172.217.24.100","TCP","54","51141  >  443 [ACK] Seq=1789 Ack=4081 Win=258048 Len=0"
"285","23.859196","192.168.32.11","172.217.24.100","TCP","54","[TCP Window Update] 51141  >  443 [ACK] Seq=1789 Ack=4081 Win=262144 Len=0"
"286","23.862379","192.168.32.11","172.217.24.100","TLSv1.3","128","Change Cipher Spec, Application Data"
"287","23.864610","172.217.24.100","192.168.32.11","TCP","54","443  >  51141 [ACK] Seq=4081 Ack=1863 Win=32896 Len=0"
"288","23.882967","192.168.32.11","162.159.46.1","TLSv1.3","256","Application Data"
"289","23.898841","192.168.32.11","142.251.43.238","TCP","78","51143  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1782037787 TSecr=0 SACK_PERM"
"290","23.901889","142.251.43.238","192.168.32.11","TCP","66","443  >  51143 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"291","23.902007","192.168.32.11","142.251.43.238","TCP","54","51143  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"292","23.902818","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 293]"
"293","23.902820","192.168.32.11","142.251.43.238","TLSv1.3","814","Client Hello (SNI=clients4.google.com)"
"294","23.907711","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1 Ack=1461 Win=32128 Len=0"
"295","23.907716","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1 Ack=2221 Win=35072 Len=0"
"296","23.910861","162.159.46.1","192.168.32.11","TLSv1.3","489","Application Data"
"297","23.910984","192.168.32.11","162.159.46.1","TCP","54","51131  >  443 [ACK] Seq=1627 Ack=2802 Win=261696 Len=0"
"298","23.911415","192.168.32.11","162.159.46.1","TLSv1.3","257","Application Data"
"299","23.936961","162.159.46.1","192.168.32.11","TLSv1.3","465","Application Data"
"300","23.937096","192.168.32.11","162.159.46.1","TCP","54","51131  >  443 [ACK] Seq=1830 Ack=3213 Win=261696 Len=0"
"301","23.966408","142.251.43.238","192.168.32.11","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"302","23.966414","142.251.43.238","192.168.32.11","TLSv1.3","62","Application Data"
"303","23.966535","192.168.32.11","142.251.43.238","TCP","54","51143  >  443 [ACK] Seq=2221 Ack=1461 Win=260672 Len=0"
"304","23.966536","192.168.32.11","142.251.43.238","TCP","54","51143  >  443 [ACK] Seq=2221 Ack=1469 Win=260672 Len=0"
"305","23.972038","192.168.32.11","142.251.43.238","TLSv1.3","128","Change Cipher Spec, Application Data"
"306","23.974057","192.168.32.11","142.251.43.238","TLSv1.3","146","Application Data"
"307","23.974267","192.168.32.11","142.251.43.238","TLSv1.3","460","Application Data"
"308","23.974502","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=2793 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"309","23.974503","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=4253 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"310","23.974504","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=5713 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"311","23.974505","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=7173 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"312","23.974505","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=8633 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"313","23.974506","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=10093 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"314","23.974507","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=11553 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"315","23.974508","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=13013 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"316","23.974508","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=14473 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"317","23.974509","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=15933 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"318","23.974510","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=17393 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 321]"
"319","23.978118","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=2295 Win=35072 Len=0"
"320","23.978124","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=2387 Win=35072 Len=0"
"321","23.985960","192.168.32.11","142.251.43.238","TLSv1.3","1514","Application Data"
"322","23.989284","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=2793 Win=38016 Len=0"
"323","23.989290","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=4253 Win=40960 Len=0"
"324","23.989292","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=5713 Win=43904 Len=0"
"325","23.989293","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=7173 Win=46720 Len=0"
"326","23.989293","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=8633 Win=49664 Len=0"
"327","23.989295","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=10093 Win=52608 Len=0"
"328","23.989295","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=11553 Win=55552 Len=0"
"329","23.989296","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=13013 Win=58496 Len=0"
"330","23.989298","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=14473 Win=61440 Len=0"
"331","23.989300","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=15933 Win=64256 Len=0"
"332","23.989301","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=17393 Win=67200 Len=0"
"333","23.989302","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=18853 Win=70144 Len=0"
"334","23.989303","162.159.46.1","192.168.32.11","TLSv1.3","306","Server Hello, Change Cipher Spec, Application Data"
"335","23.989474","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=20313 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 337]"
"336","23.989505","192.168.32.11","142.251.43.238","TCP","1514","51143  >  443 [ACK] Seq=21773 Ack=1469 Win=262144 Len=1460 [TCP PDU reassembled in 337]"
"337","23.989506","192.168.32.11","142.251.43.238","TLSv1.3","515","Application Data"
"338","23.989518","192.168.32.11","162.159.46.1","TCP","54","51142  >  443 [ACK] Seq=534 Ack=253 Win=261888 Len=0"
"339","23.991537","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=20313 Win=73088 Len=0"
"340","23.991543","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=21773 Win=76032 Len=0"
"341","23.991544","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=1469 Ack=23694 Win=79872 Len=0"
"342","23.991647","192.168.32.11","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"343","23.993843","162.159.46.1","192.168.32.11","TCP","54","443  >  51142 [ACK] Seq=253 Ack=614 Win=30336 Len=0"
"344","23.996890","142.251.43.238","192.168.32.11","TLSv1.3","1022","Application Data, Application Data"
"345","23.996895","142.251.43.238","192.168.32.11","TLSv1.3","85","Application Data"
"346","23.997011","192.168.32.11","142.251.43.238","TCP","54","51143  >  443 [ACK] Seq=23694 Ack=2437 Win=261120 Len=0"
"347","23.997087","192.168.32.11","142.251.43.238","TCP","54","51143  >  443 [ACK] Seq=23694 Ack=2468 Win=261120 Len=0"
"348","23.997381","192.168.32.11","142.251.43.238","TLSv1.3","85","Application Data"
"349","24.043639","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=2468 Ack=23725 Win=79872 Len=0"
"350","24.295528","172.64.155.209","192.168.32.11","TLSv1.2","386","Application Data"
"351","24.295533","172.64.155.209","192.168.32.11","TLSv1.2","1328","Application Data, Application Data"
"352","24.295662","192.168.32.11","172.64.155.209","TCP","54","51117  >  443 [ACK] Seq=14910 Ack=372 Win=4090 Len=0"
"353","24.295742","192.168.32.11","172.64.155.209","TCP","54","51117  >  443 [ACK] Seq=14910 Ack=1646 Win=4070 Len=0"
"354","24.305296","142.251.43.238","192.168.32.11","TLSv1.3","814","Application Data, Application Data"
"355","24.305522","192.168.32.11","142.251.43.238","TCP","54","51143  >  443 [ACK] Seq=23725 Ack=3228 Win=261376 Len=0"
"356","24.309355","142.251.43.238","192.168.32.11","TLSv1.3","85","Application Data"
"357","24.309360","142.251.43.238","192.168.32.11","TLSv1.3","93","Application Data"
"358","24.309504","192.168.32.11","142.251.43.238","TCP","54","51143  >  443 [ACK] Seq=23725 Ack=3259 Win=261312 Len=0"
"359","24.309579","192.168.32.11","142.251.43.238","TCP","54","51143  >  443 [ACK] Seq=23725 Ack=3298 Win=261312 Len=0"
"360","24.318552","192.168.32.11","172.64.155.209","TLSv1.2","89","Application Data"
"361","24.320398","192.168.32.11","142.251.43.238","TLSv1.3","93","Application Data"
"362","24.323262","142.251.43.238","192.168.32.11","TCP","54","443  >  51143 [ACK] Seq=3298 Ack=23764 Win=79872 Len=0"
"363","24.366154","172.64.155.209","192.168.32.11","TCP","54","443  >  51117 [ACK] Seq=1646 Ack=14945 Win=854 Len=0"
"364","24.705379","172.64.155.209","192.168.32.11","TLSv1.2","1514","Application Data"
"365","24.705383","172.64.155.209","192.168.32.11","TLSv1.2","201","Application Data, Application Data"
"366","24.705384","172.64.155.209","192.168.32.11","TCP","201","[TCP Retransmission] 443  >  51117 [PSH, ACK] Seq=3106 Ack=14945 Win=854 Len=147"
"367","24.705489","192.168.32.11","172.64.155.209","TCP","54","51117  >  443 [ACK] Seq=14945 Ack=3106 Win=4073 Len=0"
"368","24.705489","192.168.32.11","172.64.155.209","TCP","54","51117  >  443 [ACK] Seq=14945 Ack=3253 Win=4070 Len=0"
"369","24.705575","192.168.32.11","172.64.155.209","TCP","66","[TCP Dup ACK 368#1] 51117  >  443 [ACK] Seq=14945 Ack=3253 Win=4070 Len=0 SLE=3106 SRE=3253"
"370","25.934572","104.18.39.21","192.168.32.11","TLSv1.2","78","Application Data"
"371","25.934716","192.168.32.11","104.18.39.21","TCP","54","50565  >  443 [ACK] Seq=29 Ack=49 Win=4095 Len=0"
"372","25.935007","192.168.32.11","104.18.39.21","TLSv1.2","82","Application Data"
"373","25.938999","104.18.39.21","192.168.32.11","TCP","54","443  >  50565 [ACK] Seq=49 Ack=57 Win=373 Len=0"
"374","28.848490","192.168.32.11","104.18.39.21","TLSv1.2","145","Application Data"
"375","28.851339","104.18.39.21","192.168.32.11","TCP","54","443  >  50565 [ACK] Seq=49 Ack=148 Win=373 Len=0"
"376","29.108312","104.18.39.21","192.168.32.11","TLSv1.2","139","Application Data"
"377","29.108413","192.168.32.11","104.18.39.21","TCP","54","50565  >  443 [ACK] Seq=148 Ack=134 Win=4094 Len=0"
"378","30.131928","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"379","30.234291","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"380","32.287077","192.168.32.11","104.18.39.21","TLSv1.2","145","Application Data"
"381","32.292463","104.18.39.21","192.168.32.11","TCP","54","443  >  50565 [ACK] Seq=134 Ack=239 Win=373 Len=0"
"382","32.693114","104.18.39.21","192.168.32.11","TLSv1.2","139","Application Data"
"383","32.693210","192.168.32.11","104.18.39.21","TCP","54","50565  >  443 [ACK] Seq=239 Ack=219 Win=4094 Len=0"
"384","33.679848","192.168.32.11","104.18.35.15","TCP","78","51144  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=890776471 TSecr=0 SACK_PERM"
"385","33.686291","104.18.35.15","192.168.32.11","TCP","66","443  >  51144 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"386","33.686432","192.168.32.11","104.18.35.15","TCP","54","51144  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"387","33.687359","192.168.32.11","104.18.35.15","TCP","1514","51144  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 388]"
"388","33.687361","192.168.32.11","104.18.35.15","TLSv1.2","320","Client Hello (SNI=api.coinbase.com)"
"389","33.691571","104.18.35.15","192.168.32.11","TCP","54","443  >  51144 [ACK] Seq=1 Ack=1727 Win=32768 Len=0"
"390","33.696763","104.18.35.15","192.168.32.11","TCP","54","443  >  51144 [FIN, ACK] Seq=1 Ack=1727 Win=32768 Len=0"
"391","33.696884","192.168.32.11","104.18.35.15","TCP","54","51144  >  443 [ACK] Seq=1727 Ack=2 Win=262144 Len=0"
"392","33.697035","192.168.32.11","104.18.35.15","TCP","54","51144  >  443 [FIN, ACK] Seq=1727 Ack=2 Win=262144 Len=0"
"393","33.697523","192.168.32.11","104.18.35.15","TCP","78","51145  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4006495514 TSecr=0 SACK_PERM"
"394","33.699006","104.18.35.15","192.168.32.11","TCP","54","443  >  51144 [ACK] Seq=2 Ack=1728 Win=32768 Len=0"
"395","33.700640","104.18.35.15","192.168.32.11","TCP","66","443  >  51145 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"396","33.700759","192.168.32.11","104.18.35.15","TCP","54","51145  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"397","33.701294","192.168.32.11","104.18.35.15","TCP","1514","51145  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 398]"
"398","33.701295","192.168.32.11","104.18.35.15","TLSv1.2","320","Client Hello (SNI=api.coinbase.com)"
"399","33.706035","104.18.35.15","192.168.32.11","TCP","54","443  >  51145 [ACK] Seq=1 Ack=1727 Win=32768 Len=0"
"400","33.717364","104.18.35.15","192.168.32.11","TCP","54","443  >  51145 [FIN, ACK] Seq=1 Ack=1727 Win=32768 Len=0"
"401","33.717486","192.168.32.11","104.18.35.15","TCP","54","51145  >  443 [ACK] Seq=1727 Ack=2 Win=262144 Len=0"
"402","33.718159","192.168.32.11","104.18.35.15","TCP","54","51145  >  443 [FIN, ACK] Seq=1727 Ack=2 Win=262144 Len=0"
"403","33.719700","192.168.32.11","104.18.35.15","TCP","78","51146  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=318179621 TSecr=0 SACK_PERM"
"404","33.722856","104.18.35.15","192.168.32.11","TCP","54","443  >  51145 [ACK] Seq=2 Ack=1728 Win=32768 Len=0"
"405","33.724164","104.18.35.15","192.168.32.11","TCP","66","443  >  51146 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"406","33.724258","192.168.32.11","104.18.35.15","TCP","54","51146  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"407","33.724805","192.168.32.11","104.18.35.15","TCP","1514","51146  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 408]"
"408","33.724805","192.168.32.11","104.18.35.15","TLSv1.2","352","Client Hello (SNI=api.coinbase.com)"
"409","33.727800","104.18.35.15","192.168.32.11","TCP","54","443  >  51146 [ACK] Seq=1 Ack=1759 Win=32768 Len=0"
"410","33.730412","104.18.35.15","192.168.32.11","TCP","54","443  >  51146 [FIN, ACK] Seq=1 Ack=1759 Win=32768 Len=0"
"411","33.730506","192.168.32.11","104.18.35.15","TCP","54","51146  >  443 [ACK] Seq=1759 Ack=2 Win=262144 Len=0"
"412","33.730598","192.168.32.11","104.18.35.15","TCP","54","51146  >  443 [FIN, ACK] Seq=1759 Ack=2 Win=262144 Len=0"
"413","33.730886","192.168.32.11","104.18.35.15","TCP","78","51147  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3171133096 TSecr=0 SACK_PERM"
"414","33.733016","104.18.35.15","192.168.32.11","TCP","54","443  >  51146 [ACK] Seq=2 Ack=1760 Win=32768 Len=0"
"415","33.733341","104.18.35.15","192.168.32.11","TCP","66","443  >  51147 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"416","33.733444","192.168.32.11","104.18.35.15","TCP","54","51147  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"417","33.733977","192.168.32.11","104.18.35.15","TCP","1514","51147  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 418]"
"418","33.733978","192.168.32.11","104.18.35.15","TLSv1.2","320","Client Hello (SNI=api.coinbase.com)"
"419","33.737591","104.18.35.15","192.168.32.11","TCP","54","443  >  51147 [ACK] Seq=1 Ack=1461 Win=32128 Len=0"
"420","33.738973","104.18.35.15","192.168.32.11","TCP","54","443  >  51147 [ACK] Seq=1 Ack=1727 Win=35072 Len=0"
"421","33.741061","104.18.35.15","192.168.32.11","TCP","54","443  >  51147 [FIN, ACK] Seq=1 Ack=1727 Win=35072 Len=0"
"422","33.741169","192.168.32.11","104.18.35.15","TCP","54","51147  >  443 [ACK] Seq=1727 Ack=2 Win=262144 Len=0"
"423","33.741293","192.168.32.11","104.18.35.15","TCP","54","51147  >  443 [FIN, ACK] Seq=1727 Ack=2 Win=262144 Len=0"
"424","33.743347","104.18.35.15","192.168.32.11","TCP","54","443  >  51147 [ACK] Seq=2 Ack=1728 Win=35072 Len=0"
"425","33.762770","192.168.32.11","172.64.149.196","TCP","78","51148  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=607142818 TSecr=0 SACK_PERM"
"426","33.765350","172.64.149.196","192.168.32.11","TCP","66","443  >  51148 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"427","33.765483","192.168.32.11","172.64.149.196","TCP","54","51148  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"428","33.766285","192.168.32.11","172.64.149.196","TCP","1514","51148  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 429]"
"429","33.766286","192.168.32.11","172.64.149.196","TLSv1.2","359","Client Hello (SNI=api.wallet.coinbase.com)"
"430","33.768868","172.64.149.196","192.168.32.11","TCP","54","443  >  51148 [ACK] Seq=1 Ack=1766 Win=32768 Len=0"
